CIK,Ticker,Company Name,Sector,Year,filingDate,form,AI Washing Index_flash1_5,AI Washing Index_flash2_5,AI Washing Index_gpt4o,Disclosure Sentiment_flash1_5,Disclosure Sentiment_flash2_5,Disclosure Sentiment_gpt4o,Forward-Looking_flash1_5,Forward-Looking_flash2_5,Forward-Looking_gpt4o,Key AI Terms_flash1_5,Key AI Terms_flash2_5,Key AI Terms_gpt4o,Overall Summary_flash1_5,Overall Summary_flash2_5,Overall Summary_gpt4o,Risk - External Threats_flash1_5,Risk - External Threats_flash2_5,Risk - External Threats_gpt4o,Risk - Non-Adoption_flash1_5,Risk - Non-Adoption_flash2_5,Risk - Non-Adoption_gpt4o,Risk - Own Adoption_flash1_5,Risk - Own Adoption_flash2_5,Risk - Own Adoption_gpt4o,Strategic Depth_flash1_5,Strategic Depth_flash2_5,Strategic Depth_gpt4o,Talent & Investment_flash1_5,Talent & Investment_flash2_5,Talent & Investment_gpt4o
0001475841,NBHC,National Bank Holdings Corp,Financials,2022,2023-02-28,10-K,E,E,C,C,E,C,C,D,B,,,,"National Bank Holdings Corp shows no explicit AI strategy or adoption in its 10-K filing.  However, the company is investing in digital solutions and fintech partnerships, suggesting a potential future focus on AI, though this is not explicitly stated.","National Bank Holdings Corp is actively pursuing a digital growth strategy and investing in fintech partnerships to enhance its services and competitive standing. However, the company's disclosures do not explicitly mention Artificial Intelligence or specific AI technologies, suggesting its AI strategy is either nascent, not material enough for specific disclosure, or implicitly embedded within broader digital transformation efforts.","National Bank Holdings Corp demonstrates a cautious approach towards AI integration, focusing on strategic partnerships and digital solutions while facing significant regulatory and competitive challenges.",B,B,C,B,B,C,C,C,C,E,D,B,B,D,D
0001475841,NBHC,National Bank Holdings Corp,Financials,2023,2024-02-27,10-K,E,E,C,C,B,C,C,B,D,"artificial intelligence, fintech, digital solutions, digital ecosystem, machine learning",artificial intelligence,,"National Bank Holdings Corp demonstrates a nascent engagement with AI, primarily focused on leveraging AI-driven fintech partnerships for enhanced operational efficiency and customer service within its digital banking ecosystem.  However, the company's AI strategy lacks depth and explicit future plans, and there is no mention of AI-specific risks or talent acquisition.","National Bank Holdings Corp is actively pursuing a digital growth strategy, investing in fintech partnerships and developing a digital ecosystem (2UniFi) to enhance client services and operational efficiencies. While the term ""artificial intelligence"" is only explicitly mentioned as an external fraud risk, the company's broader digital and fintech initiatives suggest an implicit engagement with advanced technologies that likely include AI, and it acknowledges competitive threats from other fintech companies.","National Bank Holdings Corp demonstrates a cautious approach towards AI, with some strategic investments in fintech partnerships but lacks a clear, detailed AI strategy or future plans.",B,B,B,B,A,C,C,C,C,C,B,C,B,D,C
0001476034,MCB,Metropolitan Bank Holding Corp.,Financials,2020,2021-03-08,10-K,E,E,E,E,E,C,D,D,D,,,,Metropolitan Bank Holding Corp. shows no explicit AI strategy or adoption in its 10-K filing.  The company's focus is primarily on traditional banking operations and managing risks related to the COVID-19 pandemic.,"Metropolitan Bank Holding Corp.'s 10-K filing provides no explicit mentions of Artificial Intelligence, machine learning, or related advanced technologies. The disclosures focus on traditional banking operations, financial performance, and general technology costs, indicating a lack of current strategic engagement or disclosure regarding AI.","Metropolitan Bank Holding Corp. demonstrates a cautious approach towards AI, with limited explicit strategies or discussions regarding AI integration, but shows potential for growth in its technology investments.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0001476034,MCB,Metropolitan Bank Holding Corp.,Financials,2021,2022-03-10,10-K,E,E,E,E,E,C,D,D,D,,,,"Metropolitan Bank Holding Corp. shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on traditional banking operations and risk management, with no mention of AI initiatives, investments, or talent acquisition in this area.","Metropolitan Bank Holding Corp.'s 10-K filing does not explicitly mention Artificial Intelligence, machine learning, or related specific technologies. The company discusses general technological infrastructure, cybersecurity risks, and the importance of technology for competitive advantage, indicating a focus on broader digital transformation rather than specific AI initiatives.","Metropolitan Bank Holding Corp. demonstrates a cautious approach towards AI, with limited explicit strategies or discussions regarding AI integration, while acknowledging the importance of technology in its operations.",B,B,C,B,B,C,C,C,C,E,E,E,D,D,D
0001476034,MCB,Metropolitan Bank Holding Corp.,Financials,2022,2023-02-28,10-K,E,E,E,E,E,C,D,D,D,,,,"Metropolitan Bank Holding Corp. shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on traditional banking operations and risk management, with no mention of AI initiatives, investments, or future plans.","Metropolitan Bank Holding Corp.'s 10-K filing does not explicitly mention Artificial Intelligence or related technologies. The company acknowledges general technological changes and the importance of technology for future success and competitiveness, but there is no indication of current AI adoption, strategic plans, or specific AI-related risks.","Metropolitan Bank Holding Corp. demonstrates a cautious approach towards AI, with limited strategic depth and no explicit mention of AI-related initiatives or investments, indicating a need for improvement in its AI engagement.",B,C,C,B,B,C,C,C,C,E,E,E,D,D,D
0001476034,MCB,Metropolitan Bank Holding Corp.,Financials,2023,2024-02-28,10-K,E,E,E,E,E,C,D,D,D,,,,"Metropolitan Bank Holding Corp. shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on traditional banking operations and risk management, with no mention of AI integration or future AI plans.","Metropolitan Bank Holding Corp. demonstrates minimal explicit engagement with Artificial Intelligence in its disclosures. The company mentions general technological advancements and the use of external models for credit loss estimation, but it does not articulate a specific AI strategy, discuss its own AI adoption risks, or highlight future AI-specific plans or investments in AI talent.","Metropolitan Bank Holding Corp. demonstrates a cautious approach towards AI, with limited explicit strategies or investments in AI technologies, reflecting a need for further development in this area.",B,B,C,C,B,C,C,C,C,E,E,E,D,D,D
0001476045,CLDT,Chatham Lodging Trust,Real Estate,2020,2021-02-24,10-K,E,E,E,E,E,E,D,D,D,,,,"Chatham Lodging Trust shows no evidence of current AI adoption or strategic planning.  Their risk disclosures focus on traditional business and economic factors, with no mention of AI-specific risks or opportunities.","Chatham Lodging Trust's disclosures do not indicate any engagement with Artificial Intelligence. The company primarily discusses risks related to general 'business-related technology' (like teleconferencing) impacting travel demand and general IT/cybersecurity risks, without any explicit mention of AI adoption, strategy, or specific AI-related risks or investments.","Chatham Lodging Trust demonstrates a cautious approach towards AI, with limited strategic depth and no explicit mention of AI initiatives or investments, reflecting a reactive rather than proactive stance in leveraging AI technologies.",C,C,C,C,B,C,C,C,C,E,E,E,D,D,D
0001476045,CLDT,Chatham Lodging Trust,Real Estate,2021,2022-02-25,10-K,E,E,E,E,E,C,D,D,D,,,,"Chatham Lodging Trust shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on traditional hotel operations and risk management, with no mention of AI integration or future AI plans.","Based on the provided text, Chatham Lodging Trust does not mention Artificial Intelligence in any context, indicating no current engagement with or strategic focus on AI. The disclosures focus on traditional lodging industry risks and operational aspects.","Chatham Lodging Trust shows limited engagement with AI, primarily focusing on traditional operational risks and financial management without specific mention of AI strategies or investments.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0001476045,CLDT,Chatham Lodging Trust,Real Estate,2022,2023-02-23,10-K,E,E,E,E,E,E,D,D,D,,,,"Chatham Lodging Trust shows no current AI initiatives or strategies.  Their risk disclosures focus on traditional business and operational challenges within the hospitality industry, with no mention of AI-specific risks or opportunities.","Chatham Lodging Trust's 10-K filing does not contain any explicit mentions of Artificial Intelligence, its strategic integration, associated risks, or future plans. The company's disclosures are focused on traditional lodging industry risks and financial performance, indicating a lack of current engagement or disclosure regarding AI.","Chatham Lodging Trust demonstrates a cautious approach towards AI, with limited direct engagement or strategic planning related to AI technologies, reflecting a need for further development in this area.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0001476045,CLDT,Chatham Lodging Trust,Real Estate,2023,2024-02-27,10-K,E,E,E,E,E,E,D,D,D,,,,"Chatham Lodging Trust shows no evidence of current AI adoption or strategic planning.  Their risk disclosures focus on traditional business and operational challenges within the hospitality industry, with no mention of AI-specific risks or opportunities.","Chatham Lodging Trust's disclosures do not indicate any engagement with Artificial Intelligence, either strategically, operationally, or in terms of risk management specific to AI. The company's mentions of technology are general and relate to external market shifts or general IT risks, not AI.","Chatham Lodging Trust demonstrates a cautious approach towards AI, with no explicit mention of AI strategies or investments, indicating a lack of strategic depth in AI adoption. The company is primarily focused on traditional hotel management and operations without integrating AI technologies.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0001477294,ST,Sensata Technologies Holding plc,Industrials,2020,2021-02-12,10-K,E,E,B,C,B,B,D,A,A,,,"electrification, autonomous vehicles, advanced driver-assistance systems","Sensata Technologies shows limited direct engagement with AI in its 10-K filing. While there's mention of megatrends like electrification and autonomous vehicles,  the company's AI strategy and adoption remain largely undefined, focusing instead on traditional technological advancements and risk mitigation strategies.","Sensata Technologies demonstrates a proactive stance towards AI-adjacent technologies, integrating them into its core strategy through 'megatrends' like autonomous vehicles and smart/connected initiatives, backed by specific R&D investments. While the company acknowledges general technological and data-related risks, it does not explicitly detail risks specific to its own AI adoption or external AI threats, nor does it explicitly mention a focus on AI talent acquisition.","Sensata Technologies demonstrates a proactive approach towards AI integration, particularly in the context of electrification and advanced vehicle technologies, while facing challenges related to supply chain disruptions and market volatility.",B,B,C,B,B,C,C,C,C,E,B,A,D,C,B
0001477294,ST,Sensata Technologies Holding plc,Industrials,2021,2022-02-10,10-K,E,A,B,C,A,B,D,B,A,,"data-driven insight, prognostics, telematics, video telematics, asset tracking devices, cloud-based solutions, smart vehicles, connected vehicles, Sensata Insights","electrification, data-driven insight, cloud-based solutions","Sensata Technologies shows limited direct engagement with AI in its 10-K filing. While there's mention of investments in megatrend initiatives like electrification and insights, which may involve AI, there's no explicit discussion of AI strategy, adoption, or specific AI risks.  The company focuses on technological advancements and data-driven solutions, but these are not explicitly linked to AI.","Sensata Technologies is actively integrating AI-related capabilities through its 'Insights' business unit, focusing on data-driven solutions for connected vehicles and fleet management, supported by strategic acquisitions and increasing R&D investment. The company expresses a positive outlook on these initiatives as growth opportunities, while also acknowledging specific new risks related to data management and evolving regulations in this domain.","Sensata Technologies demonstrates a proactive approach towards AI integration, particularly in electrification and data insights, while facing challenges related to supply chain and market dynamics.",B,B,C,B,B,C,C,A,C,D,B,A,C,B,B
0001477294,ST,Sensata Technologies Holding plc,Industrials,2022,2023-02-13,10-K,E,A,B,C,A,B,D,A,A,,,"Electrification, Insights/IoT, data insights, cloud-based solutions","Sensata Technologies shows limited direct engagement with AI in its 10-K filing. While there's mention of technologies like IoT and data analytics,  no explicit AI strategy or significant AI-related investments are detailed.  The company primarily focuses on operational risks and does not extensively discuss AI-specific risks or opportunities.","Sensata Technologies demonstrates a strong, substantive engagement with AI-adjacent technologies through its 'Insights/IoT' megatrend initiative, integrating it as a core strategic enabler with significant R&D investment and acquisitions. While not explicitly using 'AI' terminology, the company's focus on 'data insights' and 'connected vehicles' is clearly positive and grounded, and it acknowledges related risks from its complex IT systems and competitive pressures.","Sensata Technologies demonstrates a proactive approach towards AI integration, particularly in the areas of Electrification and Insights/IoT, while facing challenges related to global supply chain disruptions and competitive pressures.",B,B,C,B,A,C,C,B,B,E,A,A,D,C,B
0001477294,ST,Sensata Technologies Holding plc,Industrials,2023,2024-02-29,10-K,E,E,C,C,E,D,D,D,A,,,,"Sensata Technologies shows a limited engagement with AI, primarily focusing on its impact on the business rather than proactive AI initiatives.  While there's mention of AI-related risks and some indirect references to technological advancements, the company does not explicitly detail its AI strategy or future plans.","Sensata Technologies Holding plc's disclosures do not explicitly mention Artificial Intelligence (AI) or related technologies. The company's strategic focus is primarily on electrification and connected vehicle systems, with no specific discussion of AI's role in its strategy, risks, or future investments.","Sensata Technologies demonstrates a cautious approach towards AI, focusing on electrification and innovation while facing significant risks and restructuring efforts.",B,C,C,B,C,B,C,C,B,E,E,B,D,D,D
0001478242,IQV,IQVIA HOLDINGS INC.,Health Care,2020,2021-02-12,10-K,E,A,B,C,A,B,D,C,A,,,"analytics, technology solutions, data","IQVIA's AI preparedness is currently limited, focusing primarily on data analytics and technology solutions within its existing business operations.  While there's significant investment in technology and data, explicit mention of AI strategy or future AI plans is absent, suggesting a more reactive than proactive approach to AI adoption.","IQVIA demonstrates a strong operational reliance on advanced analytics and transformative technology, which are foundational to AI capabilities, even though the term ""AI"" is not explicitly used. The company expresses a clearly positive sentiment regarding its technological prowess and explicitly acknowledges the competitive risk of not keeping pace with rapid technological changes. However, it does not specifically disclose risks related to its own AI adoption or explicitly mention future AI-specific plans or talent investments.","IQVIA demonstrates a proactive approach to AI integration in its operations, particularly in analytics and clinical research, while facing challenges related to data privacy and cybersecurity risks.",B,B,C,B,A,C,C,C,B,C,B,A,C,D,B
0001478242,IQV,IQVIA HOLDINGS INC.,Health Care,2021,2022-02-16,10-K,E,A,B,C,A,B,C,D,A,,,"analytics, technology solutions, data","IQVIA's AI preparedness is characterized by significant investment in data and technology, particularly in enhancing clinical trials through decentralized approaches and leveraging advanced analytics.  However, explicit mentions of AI strategy or future AI plans are limited, suggesting a focus on practical applications rather than a broadly articulated AI-centric strategy.","IQVIA HOLDINGS INC. demonstrates a strong, foundational engagement with AI-adjacent capabilities, positioning 'advanced analytics' and 'transformative technology' as core to its strategic offerings and competitive advantage. While the company does not explicitly use 'AI' terminology, its disclosures indicate a substantive and positive view of its data and technology-driven insights, acknowledging the general risk of not keeping pace with technological changes and external cyber threats, but without detailing specific risks related to its own AI adoption or explicit future AI plans.","IQVIA demonstrates a strong commitment to integrating AI and advanced analytics into its operations, particularly in clinical research and technology solutions, while also facing significant risks related to data privacy and competition.",C,B,C,B,A,B,B,C,B,B,A,A,C,D,B
0001478242,IQV,IQVIA HOLDINGS INC.,Health Care,2022,2023-02-15,10-K,E,E,B,C,A,B,D,B,B,,,"analytics, technology solutions, cloud-based platform","IQVIA's 10-K filing reveals a significant focus on technology and data analytics, with substantial investments in IT infrastructure and business transformation initiatives.  However, while the company leverages technology extensively, there is no explicit mention of AI strategy or specific AI initiatives.","IQVIA's disclosures indicate a strong operational foundation built on advanced analytics, big data, and transformative technology, suggesting a deep, albeit implicit, integration of AI-like capabilities into its core services. While the company highlights the strategic importance of technology and the competitive risk of not keeping pace, it notably refrains from explicitly using 'Artificial Intelligence' or 'AI' terminology, leading to a lack of specific AI-related risk discussions or dedicated talent/investment mentions.","IQVIA demonstrates a strong commitment to integrating advanced analytics and technology solutions into its operations, although it faces significant risks related to data privacy and compliance. The company is actively investing in growth opportunities and adapting to technological changes, indicating a proactive approach to AI engagement.",B,C,C,B,A,C,C,C,B,C,B,A,C,D,B
0001478242,IQV,IQVIA HOLDINGS INC.,Health Care,2023,2024-02-15,10-K,E,A,B,C,B,B,B,B,A,"artificial intelligence, machine learning","artificial intelligence, AI, machine learning","artificial intelligence, AI, analytics","IQVIA demonstrates emerging AI integration, primarily focusing on internal applications and solutions. While they acknowledge the potential of AI and its transformative capabilities, their current AI strategy lacks the depth and specificity of a core strategic enabler.  The company's AI-related risk disclosures are relatively limited, focusing more on general technology and data security risks rather than specific AI-related challenges.","IQVIA demonstrates a foundational understanding of AI's strategic importance, actively integrating it into internal and client-facing solutions and recognizing the competitive imperative to adapt. However, the disclosures lack specific details on dedicated AI talent initiatives, explicit risks from their own AI systems, or detailed future AI development plans.","IQVIA demonstrates a proactive approach to integrating AI technologies into its operations, with a focus on leveraging advanced analytics and technology solutions to enhance its service offerings, although it faces significant competitive and regulatory challenges.",B,B,C,B,A,B,C,C,B,C,B,A,C,D,B
0001479094,STAG,"STAG Industrial, Inc.",Real Estate,2020,2021-02-10,10-K,E,E,E,C,E,C,D,D,D,,"autonomous vehicles, drones, robotics, 3D printing",,"STAG Industrial, Inc. shows no explicit AI strategy or adoption in its 10-K filing.  The company's risk factors mention technological changes broadly, including AI-related advancements, but without specific reference to its own AI initiatives or plans.","STAG Industrial, Inc.'s 10-K filing indicates no explicit internal AI strategy, adoption, or investment. The company primarily views AI-related technologies (like robotics and autonomous vehicles) as external technological changes that could pose risks to its industrial real estate business, rather than as areas for internal development or competitive leverage.","STAG Industrial, Inc. demonstrates a cautious approach towards AI, with limited direct references to AI strategies or investments, indicating a need for further development in this area.",C,C,C,B,B,C,C,C,C,E,E,E,D,D,D
0001479094,STAG,"STAG Industrial, Inc.",Real Estate,2021,2022-02-16,10-K,E,E,E,E,E,E,D,D,D,,"robotics, autonomous vehicles",,"STAG Industrial, Inc. shows no explicit mention of AI strategy or adoption in its 10-K filing.  The company's focus remains on traditional real estate investment and management, with risk factors primarily related to economic conditions and market volatility.","STAG Industrial, Inc.'s disclosures indicate a very low level of AI preparedness, with no mention of internal AI strategy, adoption, or investment. AI-related technologies are only cited as external 'technological changes' posing general risks to the real estate sector, implicitly suggesting a competitive threat if the company does not adapt.","STAG Industrial, Inc. demonstrates a cautious approach towards AI, with no explicit mention of AI strategies or investments, indicating a potential lack of focus on AI integration in their operations.",C,C,C,C,B,C,C,C,C,E,E,E,D,D,D
0001479094,STAG,"STAG Industrial, Inc.",Real Estate,2022,2023-02-15,10-K,E,E,E,E,E,E,D,D,D,,"robotics, autonomous vehicles",,"STAG Industrial, Inc. shows no explicit AI strategy or adoption in its 10-K filing.  The company's focus is on traditional real estate investment and management, with risk factors primarily related to economic conditions and market fluctuations.","STAG Industrial, Inc.'s disclosures indicate a very low level of explicit engagement with AI, primarily acknowledging external technological changes like robotics and autonomous vehicles as general real estate risks rather than detailing internal AI strategy, adoption, or investment. The company does not discuss its own AI initiatives, talent focus, or specific forward-looking AI plans.","STAG Industrial, Inc. demonstrates a cautious approach towards AI, with no explicit mention of AI strategies or investments, indicating a potential lack of focus on AI integration in their operations.",C,B,C,C,B,C,C,C,C,E,E,E,D,D,D
0001479094,STAG,"STAG Industrial, Inc.",Real Estate,2023,2024-02-13,10-K,E,E,E,E,E,E,D,D,D,,,,"STAG Industrial, Inc. shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on traditional real estate investment and management, with risk factors primarily related to economic conditions and market volatility.","STAG Industrial, Inc.'s 10-K filing indicates a very low level of explicit engagement with Artificial Intelligence. The company does not mention any internal AI strategy, adoption, or investment, nor does it discuss risks from its own AI use. The only relevant mention is a general risk factor acknowledging ""technological changes"" like robotics and autonomous vehicles as potential external impacts on the industrial real estate sector, suggesting an awareness of broader technological shifts rather than a specific AI strategy.","STAG Industrial, Inc. demonstrates a cautious approach towards AI, with no explicit mention of AI strategies or investments, indicating a potential lack of focus on AI integration in their operations.",C,C,C,C,B,C,C,C,C,E,E,E,D,D,D
0001481582,RYI,Ryerson Holding Corp,Materials,2020,2021-02-24,10-K,E,E,E,E,E,E,D,D,D,,,,"Ryerson Holding Corp shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on operational efficiency and cost reduction, with no mention of AI initiatives or investments.","Ryerson Holding Corp's 10-K filing indicates a very low level of AI preparedness, with no explicit mentions of Artificial Intelligence, machine learning, or related technologies in its strategic plans, risk factors, or investment focus. The company acknowledges a general need to adapt to 'technological advancements' to remain competitive, but this is not specifically linked to AI.","Ryerson Holding Corp demonstrates a cautious approach towards AI, with limited strategic depth and no explicit mention of AI initiatives or investments, indicating a need for improvement in AI integration and planning.",C,C,C,C,B,C,C,C,C,E,E,E,D,D,D
0001481582,RYI,Ryerson Holding Corp,Materials,2021,2022-02-23,10-K,E,E,C,C,C,C,D,D,D,,,,"Ryerson Holding Corp shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on operational efficiency and adapting to industry trends, including e-commerce, but doesn't mention AI-specific initiatives or risks.","Ryerson Holding Corp's disclosures indicate a general awareness of the rapid pace of 'technological advancements' and the need to adapt to remain competitive, including the use of 'e-commerce solutions' and 'tools and analytics.' However, there is no explicit mention of Artificial Intelligence, specific AI strategies, or dedicated investments in AI talent or technology, suggesting a nascent or unarticulated AI posture.","Ryerson Holding Corp demonstrates a cautious approach towards AI, with limited explicit strategies or investments in AI technologies, reflecting a reactive rather than proactive stance in leveraging AI for competitive advantage.",C,C,C,C,B,C,C,C,C,E,D,E,D,D,D
0001481582,RYI,Ryerson Holding Corp,Materials,2022,2023-02-22,10-K,E,E,E,C,E,C,D,D,D,,,,"Ryerson Holding Corp shows no explicit AI strategy or adoption in its 10-K filing.  While there's mention of technological advancements and e-commerce, no specific AI initiatives, investments, or risks related to AI are discussed.","Ryerson Holding Corp's disclosures indicate a traditional industrial company with a focus on metals processing and distribution. While acknowledging the need to adapt to ""technological advancements"" and ""new technology and innovations"" to remain competitive, the filing contains no explicit mentions of Artificial Intelligence, machine learning, or specific AI-driven strategies, risks, or investments. Their AI preparedness appears to be at a very nascent or unstated stage, primarily recognizing general technological evolution rather than specific AI engagement.","Ryerson Holding Corp demonstrates a cautious approach towards AI, with limited explicit strategies or investments in AI technologies, but acknowledges the importance of technological advancements in maintaining competitiveness.",C,C,C,C,B,C,C,C,C,E,E,E,D,D,D
0001481582,RYI,Ryerson Holding Corp,Materials,2023,2024-02-21,10-K,E,E,E,C,E,C,D,D,D,,"analytics, robotic manufacturing",,"Ryerson Holding Corp shows no explicit AI strategy or adoption in its 10-K filing.  While there's mention of technological advancements and e-commerce, no specific AI initiatives, investments, or risks related to AI are discussed.","Ryerson Holding Corp's disclosures do not explicitly mention Artificial Intelligence or related advanced AI technologies. The company acknowledges the importance of adapting to general 'technological advancements' and 'new technology and innovations' to remain competitive, and mentions 'analytics' and 'robotic manufacturing' as capabilities, but without explicitly linking them to an AI strategy or investment.","Ryerson Holding Corp demonstrates a cautious approach towards AI, with limited explicit strategies or discussions on AI adoption, indicating a need for further development in this area.",C,C,C,B,B,C,C,C,C,E,E,E,D,D,D
0001486957,BWXT,"BWX Technologies, Inc.",Industrials,2020,2021-02-22,10-K,E,E,E,E,E,C,D,D,D,,,,"BWX Technologies shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on nuclear technology and does not mention AI in its forward-looking statements, risk factors, or discussions of talent and investment.","BWX Technologies, Inc.'s disclosures do not explicitly mention Artificial Intelligence in its strategic plans, operations, or risk factors. The company discusses general technology development and cybersecurity threats, but there is no indication of its engagement with AI, either in adoption or as a specific competitive or operational risk.","BWX Technologies, Inc. demonstrates a cautious approach towards AI, with limited explicit strategies or investments in AI technologies, while acknowledging the importance of innovation in their operations.",C,B,C,C,B,C,C,C,C,E,E,E,D,D,D
0001486957,BWXT,"BWX Technologies, Inc.",Industrials,2021,2022-02-22,10-K,E,E,E,E,E,C,D,D,D,,,,"BWX Technologies shows no explicit AI strategy or adoption in its 10-K filing.  While there's mention of investments in personnel and technology for anticipated growth, no specific AI-related initiatives are discussed, and the company's focus remains on its core nuclear technology business.","Based on the provided excerpts, BWX Technologies, Inc. does not explicitly mention Artificial Intelligence (AI) or related technologies in its risk factors or management discussion and analysis. The company focuses on traditional operational, financial, and regulatory risks, as well as general technological innovation, without specific reference to AI's role or impact.","BWX Technologies, Inc. demonstrates a cautious approach towards AI, with limited explicit strategies or investments in AI technologies, while acknowledging the importance of innovation in their operations.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0001486957,BWXT,"BWX Technologies, Inc.",Industrials,2022,2023-02-23,10-K,E,E,E,E,E,C,D,D,D,,,,"BWX Technologies shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on nuclear technology and related services, with no mention of AI integration into its core operations or future plans.","BWX Technologies, Inc. does not explicitly mention Artificial Intelligence or related specific terminology in the provided 10-K excerpts. While the company discusses investments in 'advanced technologies' and 'new technologies' for growth and acknowledges general cybersecurity and competitive technology risks, there is no direct evidence to assess its specific AI strategy, adoption, or talent focus.","BWX Technologies, Inc. demonstrates a cautious approach towards AI, with limited explicit references to AI strategies or investments, indicating a need for more robust engagement in AI-related initiatives.",C,B,C,C,B,C,C,C,C,E,E,E,D,D,D
0001486957,BWXT,"BWX Technologies, Inc.",Industrials,2023,2024-02-27,10-K,E,E,E,E,E,C,D,D,D,,,,"BWX Technologies shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on nuclear technology and related services, with no mention of AI integration into its core operations or future plans.","BWX Technologies, Inc.'s disclosures do not explicitly mention Artificial Intelligence or related terms, indicating a lack of direct engagement or strategic focus on AI within the provided excerpts. The company acknowledges general technological competitiveness risks but does not specify AI as a factor in its strategy, risks, or future plans.","BWX Technologies, Inc. demonstrates a cautious approach towards AI, with limited explicit mention of AI strategies or investments, while acknowledging the importance of technological advancements in their operations.",C,C,C,C,B,C,C,C,C,E,E,E,D,D,D
0001487952,VPG,"Vishay Precision Group, Inc.",Information Technology,2020,2021-03-11,10-K,E,E,E,C,E,C,D,D,D,,,,"Vishay Precision Group's 10-K filing reveals no explicit AI strategy or adoption, but there is a strong focus on automation and technological innovation across its sensor and measurement systems.  While there's no direct mention of AI, the company's emphasis on advanced sensor technology and automation suggests potential future AI integration.","The company does not explicitly mention Artificial Intelligence, Machine Learning, or related advanced AI technologies in its disclosures. Its focus is on traditional sensor technology, precision measurement, and general manufacturing automation, with a recognition of the broader market trend towards 'intelligent' or 'smarter' products that integrate more sensors, which represents a market opportunity for their core products.","Vishay Precision Group, Inc. demonstrates a cautious approach towards AI, with some strategic initiatives in automation and innovation, but lacks explicit discussions on AI adoption and future plans.",C,C,C,C,C,C,C,C,C,E,E,C,D,D,D
0001487952,VPG,"Vishay Precision Group, Inc.",Information Technology,2021,2022-03-04,10-K,E,E,E,C,E,C,D,D,D,,,,"Vishay Precision Group's 10-K filing reveals no explicit AI strategy or adoption, but there is a strong focus on automation and technological innovation across its operations, suggesting potential future AI integration.  The company's emphasis on data-driven precision measurement technologies hints at a possible future role for AI.","The company's disclosures do not explicitly mention Artificial Intelligence, Machine Learning, or related advanced analytical technologies. Their strategic focus is on precision measurement sensing technologies, general automation in manufacturing, and continuous innovation in their core product lines, without specific reference to AI integration or its associated risks and opportunities.","Vishay Precision Group, Inc. demonstrates a cautious approach towards AI, with some strategic initiatives in automation and innovation but lacks explicit discussions on AI adoption and future plans.",C,C,C,C,C,C,C,C,C,E,E,C,D,D,C
0001487952,VPG,"Vishay Precision Group, Inc.",Information Technology,2022,2023-03-01,10-K,E,E,E,C,E,C,D,D,D,,,,"Vishay Precision Group's 10-K filing reveals no explicit AI strategy or adoption, but there is a strong focus on automation and technological innovation to improve efficiency and competitiveness.  The company's forward-looking statements do not mention AI, and while there is no direct discussion of AI risks, the document highlights various operational and technological challenges that could be exacerbated by AI adoption or the lack thereof.","Vishay Precision Group, Inc. focuses on precision measurement and sensing technologies that bridge the physical and digital worlds, generating data for various applications. While the company emphasizes innovation and automation in its manufacturing processes, the provided text contains no explicit mentions of Artificial Intelligence, machine learning, or related advanced AI technologies in its strategy, products, or risk disclosures.","Vishay Precision Group, Inc. demonstrates a cautious approach towards AI, with some strategic initiatives in automation and innovation but lacks explicit discussions on AI adoption or future plans.",C,C,C,B,C,C,C,C,C,E,E,C,C,D,C
0001487952,VPG,"Vishay Precision Group, Inc.",Information Technology,2023,2024-02-29,10-K,E,E,C,C,D,D,D,B,B,"artificial intelligence, AI","artificial intelligence, AI","artificial intelligence, AI","Vishay Precision Group's 10-K filing reveals no explicit AI strategy or significant AI integration.  However, the company acknowledges the potential risks of not adopting AI and the competitive threat posed by AI-leveraging competitors, indicating some awareness of the broader AI landscape.","Vishay Precision Group's engagement with AI appears to be in an early, exploratory phase, primarily viewed through the lens of potential future importance and associated risks. The company explicitly acknowledges the competitive threat of others adopting AI more quickly and details risks related to its own potential AI adoption, but lacks specific strategic plans, positive sentiment, or dedicated talent/investment focus on AI.","Vishay Precision Group, Inc. demonstrates a cautious approach to AI integration, acknowledging its potential while highlighting the risks associated with its adoption and competition. The company is focused on innovation and strategic acquisitions to enhance its capabilities in precision measurement and sensing technologies.",C,C,C,A,A,B,B,A,B,E,C,B,D,D,C
